months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_annual_premium,insured_education_level,insured_sex,insured_occupation,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,property_damage,police_report_available,fraud_reported
266,1000,0,12800,-49700,12,1,1,3,7870,7870,55090,763.67,Associate,MALE,prof-specialty,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,YES,YES,N
412,500,0,0,-66100,19,3,0,2,15120,7560,45360,1042.56,High School,MALE,handlers-cleaners,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Police,NO,NO,N
31,2000,4000000,46800,-87300,10,1,2,0,5300,10600,47700,1263.48,JD,FEMALE,other-service,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,?,?,Y
465,500,6000000,0,0,7,1,0,3,4840,4840,33880,1006.99,Masters,FEMALE,sales,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Other,NO,?,N
126,1000,0,42300,-45800,17,1,1,1,13520,6760,40560,1328.26,Masters,MALE,sales,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Police,NO,NO,N
407,1000,5000000,0,-57700,0,3,2,3,11360,11360,45440,1250.08,PhD,FEMALE,tech-support,wife,Multi-vehicle Collision,Side Collision,Total Loss,Police,?,YES,N
101,500,6000000,30800,-43700,9,1,1,0,940,470,3760,982.7,College,FEMALE,transport-moving,unmarried,Parked Car,?,Minor Damage,None,NO,NO,N
187,1000,5000000,60100,0,21,1,0,3,5770,5770,46160,1412.06,Masters,FEMALE,protective-serv,not-in-family,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,?,?,N
252,2000,0,0,0,22,3,0,2,14920,14920,59680,1066.7,JD,FEMALE,handlers-cleaners,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Other,NO,NO,N
229,2000,0,42600,-44400,3,1,1,0,420,840,3360,1585.54,High School,MALE,protective-serv,not-in-family,Vehicle Theft,?,Minor Damage,None,NO,YES,N
246,1000,0,0,-36600,16,1,0,3,5020,5020,35140,1416.08,JD,FEMALE,craft-repair,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,YES,?,N
190,500,0,61900,-50000,14,1,0,0,9020,4510,31570,1246.03,JD,MALE,craft-repair,unmarried,Single Vehicle Collision,Side Collision,Total Loss,Other,YES,NO,N
95,2000,0,67800,-48600,21,3,0,3,15120,15120,52920,1356.64,Masters,MALE,machine-op-inspct,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Police,YES,YES,N
205,2000,4000000,0,0,19,1,2,1,15660,15660,54810,1387.7,High School,FEMALE,priv-house-serv,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NO,NO,N
41,1000,0,35400,0,13,3,1,3,9600,4800,33600,1004.14,Masters,MALE,priv-house-serv,wife,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NO,NO,N
137,500,0,0,-45300,21,1,0,0,600,600,2100,1107.07,High School,FEMALE,protective-serv,husband,Vehicle Theft,?,Minor Damage,Police,NO,YES,N
194,500,0,67800,0,11,3,1,2,11440,5720,40040,1429.96,JD,FEMALE,protective-serv,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NO,YES,N
128,1000,0,0,-48800,16,1,2,0,1380,690,5520,1074.99,Associate,FEMALE,adm-clerical,husband,Vehicle Theft,?,Trivial Damage,Police,?,?,N
150,1000,0,30400,-89400,9,1,0,2,12320,12320,55440,1007,PhD,FEMALE,transport-moving,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,NO,?,N
104,500,0,0,-70100,8,1,0,0,960,480,3360,1052.85,MD,FEMALE,protective-serv,other-relative,Vehicle Theft,?,Minor Damage,Police,NO,YES,N
163,1000,4000000,0,-36400,7,1,2,1,390,780,2730,1200.33,High School,FEMALE,craft-repair,own-child,Vehicle Theft,?,Minor Damage,Police,?,YES,Y
80,1000,0,64600,0,12,1,0,0,9040,9040,72320,1343,Masters,MALE,handlers-cleaners,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Other,?,NO,N
65,2000,5000000,0,0,21,3,0,0,6290,12580,44030,1441.6,MD,FEMALE,sales,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,YES,?,N
179,1000,6000000,53800,0,4,1,1,2,5420,10840,37940,1433.42,Associate,FEMALE,protective-serv,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,YES,NO,Y
372,2000,0,0,0,18,3,2,2,5180,10360,36260,1368.57,MD,FEMALE,tech-support,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Police,NO,YES,N
398,500,0,69400,0,7,1,2,3,600,1200,4800,862.19,High School,MALE,adm-clerical,unmarried,Vehicle Theft,?,Trivial Damage,Police,?,?,N
213,500,0,58500,-77700,13,1,2,0,13480,6740,53920,871.46,MD,MALE,tech-support,husband,Single Vehicle Collision,Side Collision,Total Loss,Fire,YES,YES,N
79,500,0,53400,-35200,0,1,2,1,13560,6780,47460,1863.04,Associate,FEMALE,priv-house-serv,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,NO,?,N
232,2000,0,25800,0,22,1,1,1,5540,11080,38780,1181.64,College,MALE,other-service,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,?,YES,Y
230,1000,0,0,-51500,15,1,2,3,9820,4910,34370,1060.74,PhD,MALE,tech-support,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,YES,?,Y
234,500,0,59400,-78600,3,3,2,1,15120,7560,75600,951.56,JD,FEMALE,transport-moving,wife,Multi-vehicle Collision,Side Collision,Major Damage,Police,NO,?,Y
240,500,9000000,0,-70900,18,2,0,2,6050,12100,48400,1533.71,JD,FEMALE,protective-serv,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,YES,?,N
143,1000,0,38400,-5700,17,3,2,2,14080,7040,49280,1200.09,Associate,FEMALE,craft-repair,unmarried,Multi-vehicle Collision,Side Collision,Major Damage,Fire,?,?,N
266,500,4000000,0,-49600,18,3,1,1,4440,8880,39960,1093.83,Associate,MALE,adm-clerical,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,?,NO,Y
89,1000,0,27600,0,11,1,2,3,15380,15380,53830,988.93,High School,FEMALE,craft-repair,unmarried,Single Vehicle Collision,Front Collision,Total Loss,Other,?,YES,N
229,1000,0,0,-55400,17,1,0,2,9920,9920,34720,1331.94,Masters,FEMALE,farming-fishing,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,NO,YES,N
245,1000,0,39300,0,12,1,0,2,7470,7470,67230,1361.45,PhD,MALE,handlers-cleaners,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,YES,YES,N
50,2000,0,0,-65800,15,3,1,2,6110,12220,42770,1188.51,College,MALE,handlers-cleaners,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Police,?,NO,N
230,2000,0,28900,0,0,3,0,3,5190,10380,36330,1101.83,High School,MALE,exec-managerial,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Police,?,YES,Y
17,1000,0,32500,-80800,9,1,2,1,430,430,2580,840.95,JD,FEMALE,adm-clerical,unmarried,Parked Car,?,Trivial Damage,Police,?,?,N
163,1000,0,55700,-49900,1,1,2,1,5710,11420,34260,1503.21,MD,MALE,other-service,husband,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,YES,NO,N
29,1000,0,0,-21500,22,1,0,2,7690,7690,61520,1722.5,High School,MALE,other-service,wife,Single Vehicle Collision,Side Collision,Major Damage,Other,?,?,N
232,500,0,0,-58400,11,1,2,3,15400,7700,53900,944.03,College,MALE,handlers-cleaners,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Other,YES,?,Y
235,2000,4000000,0,0,10,1,0,3,9280,9280,41760,1453.61,JD,MALE,craft-repair,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Other,?,?,Y
295,500,0,0,0,5,1,1,1,12140,6070,42490,1672.88,High School,FEMALE,armed-forces,wife,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,YES,NO,N
22,1000,0,37500,-54000,3,3,1,2,5920,0,47360,1248.05,High School,FEMALE,exec-managerial,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Police,YES,?,N
286,500,3000000,77500,-32800,18,1,2,2,3810,3810,26670,1564.43,MD,FEMALE,prof-specialty,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,?,YES,N
257,1000,0,59400,-32200,21,1,0,1,0,5220,41760,1280.88,MD,MALE,other-service,other-relative,Single Vehicle Collision,Rear Collision,Total Loss,Other,NO,NO,N
94,500,0,50300,0,6,3,1,2,3670,7340,25690,722.66,MD,MALE,exec-managerial,husband,Multi-vehicle Collision,Front Collision,Major Damage,Fire,YES,YES,N
124,1000,0,0,-32100,20,3,0,1,6020,6020,48160,1235.14,MD,MALE,exec-managerial,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,?,?,N
141,1000,0,0,-82100,6,1,1,2,540,1080,4860,1347.04,High School,MALE,sales,own-child,Parked Car,?,Minor Damage,None,?,YES,N
3,1000,0,0,0,20,1,0,1,17440,8720,61040,1310.8,Masters,FEMALE,craft-repair,unmarried,Single Vehicle Collision,Front Collision,Minor Damage,Fire,YES,?,N
285,1000,0,70900,0,23,1,2,3,18080,18080,72320,1436.79,PhD,FEMALE,prof-specialty,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,YES,?,N
130,500,3000000,35100,0,4,3,2,3,7500,7500,52500,1383.49,Masters,FEMALE,armed-forces,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,?,YES,N
458,2000,5000000,0,0,2,1,0,1,5220,5220,36540,1356.92,Associate,MALE,handlers-cleaners,wife,Single Vehicle Collision,Rear Collision,Major Damage,Other,?,YES,N
456,1000,0,0,0,6,1,0,3,460,920,3680,766.19,Associate,FEMALE,sales,husband,Parked Car,?,Minor Damage,Police,?,?,N
